id,collection,language_focus,category,subgenre,variation,variation_label,groove_level,bpm,key,energy,style_prompt,exclude,lyrics_direction,tags,source_basis
ROCK-V02-060-4,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Classic / Arena / Hard / Glam,arena rock,hook_focused,Hook-focused version,6,146,D major,7,"Hook-focused arena rock with a strong guitar or bass motif in the first five seconds. Build around big straight 4/4, tom builds, huge downbeat; make massive power chords, soaring lead guitar, harmonized solo answer the vocal line. driving bass, thunderous drums. Vocal: powerful soaring vocal, stacked backing vocals. Production: large hall reverb, wide guitars, polished but rock. Add a short instrumental break after the second chorus. BPM: 146, Key: D major.","EDM drop, trap drums, Japanese vocals, indie lo-fi murk","Lyrics: triumph, unity, rising above; crowd-chant chorus.",arena rock; anthem; big chorus; overseas,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-061-1,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Classic / Arena / Hard / Glam,hard rock groove,single_style,Style prompt only,8,110,Drop D,8,"Create a hard rock groove track with heavy mid-tempo groove, kick-snare lock, tom fills. Use thick riffs, palm-muted verses, open chorus chords; driving bass with slight distortion. Lead vocal: strong gritty vocal, confident phrasing. Production: modern hard-rock mix, punchy drums, warm amps. BPM: 110, Key: Drop D. Make the chorus memorable without becoming generic pop.","EDM, trap hats, Japanese vocals, screamo-only vocals","Lyrics: pressure, appetite, confrontation; compact hook with attitude.",hard rock; groove; riff-heavy; muscular,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-061-2,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Classic / Arena / Hard / Glam,hard rock groove,detailed_arrangement,Detailed arrangement,8,117,E minor,8,"Create a hard rock groove song. Intro: establish the groove with drums and bass first. Verse: thick riffs, palm-muted verses, open chorus chords in a restrained pattern. Pre-chorus: add tension with rising dynamics. Chorus: open into a bigger guitar hook while the rhythm stays heavy mid-tempo groove, kick-snare lock, tom fills. Bridge: strip down to bass/drums, then rebuild into the final chorus. Vocal: strong gritty vocal, confident phrasing. Production: modern hard-rock mix, punchy drums, warm amps. BPM: 117, Key: E minor.","EDM, trap hats, Japanese vocals, screamo-only vocals","Lyrics: pressure, appetite, confrontation; compact hook with attitude.",hard rock; groove; riff-heavy; muscular,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-061-3,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Classic / Arena / Hard / Glam,hard rock groove,raw_live,Raw/live version,8,122,A minor,8,"Raw live-band hard rock groove, no click-perfect feel. The drummer should breathe around the groove: heavy mid-tempo groove, kick-snare lock, tom fills. Guitars: thick riffs, palm-muted verses, open chorus chords. Bass/drums: driving bass with slight distortion. Vocal performance: strong gritty vocal, confident phrasing. Keep the mix modern hard-rock mix, punchy drums, warm amps, with human imperfections, small timing pushes, and real amp grit. BPM: 122, Key: A minor.","EDM, trap hats, Japanese vocals, screamo-only vocals","Lyrics: pressure, appetite, confrontation; compact hook with attitude.",hard rock; groove; riff-heavy; muscular,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-061-4,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Classic / Arena / Hard / Glam,hard rock groove,hook_focused,Hook-focused version,8,126,Drop D,8,"Hook-focused hard rock groove with a strong guitar or bass motif in the first five seconds. Build around heavy mid-tempo groove, kick-snare lock, tom fills; make thick riffs, palm-muted verses, open chorus chords answer the vocal line. driving bass with slight distortion. Vocal: strong gritty vocal, confident phrasing. Production: modern hard-rock mix, punchy drums, warm amps. Add a short instrumental break after the second chorus. BPM: 126, Key: Drop D.","EDM, trap hats, Japanese vocals, screamo-only vocals","Lyrics: pressure, appetite, confrontation; compact hook with attitude.",hard rock; groove; riff-heavy; muscular,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-062-1,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Classic / Arena / Hard / Glam,glam rock stomp,single_style,Style prompt only,7,117,A major,7,"Create a glam rock stomp track with stomping backbeat, handclaps, simple infectious groove. Use crunchy guitars, bright lead hooks, piano accents; simple bass, big snare, tambourine. Lead vocal: theatrical but rough vocal, group chants. Production: glittery 70s mix, room reverb, tape saturation. BPM: 117, Key: A major. Make the chorus memorable without becoming generic pop.","EDM, trap hats, Japanese vocals, metal growls","Lyrics: swagger, nightlife, playful decadence; chorus should be theatrical and short.",glam rock; stomp; glitter; vintage,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-062-2,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Classic / Arena / Hard / Glam,glam rock stomp,detailed_arrangement,Detailed arrangement,7,124,D major,7,"Create a glam rock stomp song. Intro: establish the groove with drums and bass first. Verse: crunchy guitars, bright lead hooks, piano accents in a restrained pattern. Pre-chorus: add tension with rising dynamics. Chorus: open into a bigger guitar hook while the rhythm stays stomping backbeat, handclaps, simple infectious groove. Bridge: strip down to bass/drums, then rebuild into the final chorus. Vocal: theatrical but rough vocal, group chants. Production: glittery 70s mix, room reverb, tape saturation. BPM: 124, Key: D major.","EDM, trap hats, Japanese vocals, metal growls","Lyrics: swagger, nightlife, playful decadence; chorus should be theatrical and short.",glam rock; stomp; glitter; vintage,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-062-3,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Classic / Arena / Hard / Glam,glam rock stomp,raw_live,Raw/live version,7,129,E major,7,"Raw live-band glam rock stomp, no click-perfect feel. The drummer should breathe around the groove: stomping backbeat, handclaps, simple infectious groove. Guitars: crunchy guitars, bright lead hooks, piano accents. Bass/drums: simple bass, big snare, tambourine. Vocal performance: theatrical but rough vocal, group chants. Keep the mix glittery 70s mix, room reverb, tape saturation, with human imperfections, small timing pushes, and real amp grit. BPM: 129, Key: E major.","EDM, trap hats, Japanese vocals, metal growls","Lyrics: swagger, nightlife, playful decadence; chorus should be theatrical and short.",glam rock; stomp; glitter; vintage,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-062-4,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Classic / Arena / Hard / Glam,glam rock stomp,hook_focused,Hook-focused version,7,133,A major,7,"Hook-focused glam rock stomp with a strong guitar or bass motif in the first five seconds. Build around stomping backbeat, handclaps, simple infectious groove; make crunchy guitars, bright lead hooks, piano accents answer the vocal line. simple bass, big snare, tambourine. Vocal: theatrical but rough vocal, group chants. Production: glittery 70s mix, room reverb, tape saturation. Add a short instrumental break after the second chorus. BPM: 133, Key: A major.","EDM, trap hats, Japanese vocals, metal growls","Lyrics: swagger, nightlife, playful decadence; chorus should be theatrical and short.",glam rock; stomp; glitter; vintage,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-063-1,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Classic / Arena / Hard / Glam,power ballad rock,single_style,Style prompt only,5,72,D major,5,"Create a power ballad rock track with slow emotional pulse, drums enter bigger each chorus. Use clean electric verses, huge distorted chorus, expressive solo; supportive bass, big tom fills. Lead vocal: raw powerful vocal with restrained vibrato. Production: large 80s-style rock mix, plate reverb, big final chorus. BPM: 72, Key: D major. Make the chorus memorable without becoming generic pop.","EDM, trap hats, Japanese vocals, acoustic-only folk","Lyrics: heartbreak or resolve; start intimate, final chorus should lift.",power ballad; rock; emotional; guitar solo,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-063-2,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Classic / Arena / Hard / Glam,power ballad rock,detailed_arrangement,Detailed arrangement,5,76,E minor,5,"Create a power ballad rock song. Intro: establish the groove with drums and bass first. Verse: clean electric verses, huge distorted chorus, expressive solo in a restrained pattern. Pre-chorus: add tension with rising dynamics. Chorus: open into a bigger guitar hook while the rhythm stays slow emotional pulse, drums enter bigger each chorus. Bridge: strip down to bass/drums, then rebuild into the final chorus. Vocal: raw powerful vocal with restrained vibrato. Production: large 80s-style rock mix, plate reverb, big final chorus. BPM: 76, Key: E minor.","EDM, trap hats, Japanese vocals, acoustic-only folk","Lyrics: heartbreak or resolve; start intimate, final chorus should lift.",power ballad; rock; emotional; guitar solo,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-063-3,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Classic / Arena / Hard / Glam,power ballad rock,raw_live,Raw/live version,5,80,G major,5,"Raw live-band power ballad rock, no click-perfect feel. The drummer should breathe around the groove: slow emotional pulse, drums enter bigger each chorus. Guitars: clean electric verses, huge distorted chorus, expressive solo. Bass/drums: supportive bass, big tom fills. Vocal performance: raw powerful vocal with restrained vibrato. Keep the mix large 80s-style rock mix, plate reverb, big final chorus, with human imperfections, small timing pushes, and real amp grit. BPM: 80, Key: G major.","EDM, trap hats, Japanese vocals, acoustic-only folk","Lyrics: heartbreak or resolve; start intimate, final chorus should lift.",power ballad; rock; emotional; guitar solo,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-063-4,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Classic / Arena / Hard / Glam,power ballad rock,hook_focused,Hook-focused version,5,82,D major,5,"Hook-focused power ballad rock with a strong guitar or bass motif in the first five seconds. Build around slow emotional pulse, drums enter bigger each chorus; make clean electric verses, huge distorted chorus, expressive solo answer the vocal line. supportive bass, big tom fills. Vocal: raw powerful vocal with restrained vibrato. Production: large 80s-style rock mix, plate reverb, big final chorus. Add a short instrumental break after the second chorus. BPM: 82, Key: D major.","EDM, trap hats, Japanese vocals, acoustic-only folk","Lyrics: heartbreak or resolve; start intimate, final chorus should lift.",power ballad; rock; emotional; guitar solo,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-064-1,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Classic / Arena / Hard / Glam,80s hard rock,single_style,Style prompt only,7,129,A major,7,"Create a 80s hard rock track with driving 4/4, gated snare, tom fills. Use bright high-gain rhythm guitars, flashy lead solo; pumping bass, huge drums. Lead vocal: soaring male or female vocal, stacked harmonies. Production: 80s stadium production, gated reverb, wide chorus. BPM: 129, Key: A major. Make the chorus memorable without becoming generic pop.","EDM, trap hats, Japanese vocals, lo-fi indie murk","Lyrics: danger, desire, neon highways; big title hook.",80s rock; big drums; guitar solo; energetic,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-064-2,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Classic / Arena / Hard / Glam,80s hard rock,detailed_arrangement,Detailed arrangement,7,135,D major,7,"Create a 80s hard rock song. Intro: establish the groove with drums and bass first. Verse: bright high-gain rhythm guitars, flashy lead solo in a restrained pattern. Pre-chorus: add tension with rising dynamics. Chorus: open into a bigger guitar hook while the rhythm stays driving 4/4, gated snare, tom fills. Bridge: strip down to bass/drums, then rebuild into the final chorus. Vocal: soaring male or female vocal, stacked harmonies. Production: 80s stadium production, gated reverb, wide chorus. BPM: 135, Key: D major.","EDM, trap hats, Japanese vocals, lo-fi indie murk","Lyrics: danger, desire, neon highways; big title hook.",80s rock; big drums; guitar solo; energetic,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-064-3,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Classic / Arena / Hard / Glam,80s hard rock,raw_live,Raw/live version,7,140,E minor,7,"Raw live-band 80s hard rock, no click-perfect feel. The drummer should breathe around the groove: driving 4/4, gated snare, tom fills. Guitars: bright high-gain rhythm guitars, flashy lead solo. Bass/drums: pumping bass, huge drums. Vocal performance: soaring male or female vocal, stacked harmonies. Keep the mix 80s stadium production, gated reverb, wide chorus, with human imperfections, small timing pushes, and real amp grit. BPM: 140, Key: E minor.","EDM, trap hats, Japanese vocals, lo-fi indie murk","Lyrics: danger, desire, neon highways; big title hook.",80s rock; big drums; guitar solo; energetic,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-064-4,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Classic / Arena / Hard / Glam,80s hard rock,hook_focused,Hook-focused version,7,143,A major,7,"Hook-focused 80s hard rock with a strong guitar or bass motif in the first five seconds. Build around driving 4/4, gated snare, tom fills; make bright high-gain rhythm guitars, flashy lead solo answer the vocal line. pumping bass, huge drums. Vocal: soaring male or female vocal, stacked harmonies. Production: 80s stadium production, gated reverb, wide chorus. Add a short instrumental break after the second chorus. BPM: 143, Key: A major.","EDM, trap hats, Japanese vocals, lo-fi indie murk","Lyrics: danger, desire, neon highways; big title hook.",80s rock; big drums; guitar solo; energetic,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-065-1,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Classic / Arena / Hard / Glam,pub rock,single_style,Style prompt only,8,124,E major,8,"Create a pub rock track with tight bar-band groove, no-nonsense backbeat. Use clean-to-crunch rhythm guitar, short lead breaks; walking bass, lively kit. Lead vocal: plainspoken rough vocal, group backing. Production: live small-room production, dry and punchy. BPM: 124, Key: E major. Make the chorus memorable without becoming generic pop.","EDM, trap hats, Japanese vocals, big arena effects","Lyrics: everyday stories, work, trouble, jokes; catchy without grandeur.",pub rock; raw; tight; rootsy,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-065-2,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Classic / Arena / Hard / Glam,pub rock,detailed_arrangement,Detailed arrangement,8,132,A major,8,"Create a pub rock song. Intro: establish the groove with drums and bass first. Verse: clean-to-crunch rhythm guitar, short lead breaks in a restrained pattern. Pre-chorus: add tension with rising dynamics. Chorus: open into a bigger guitar hook while the rhythm stays tight bar-band groove, no-nonsense backbeat. Bridge: strip down to bass/drums, then rebuild into the final chorus. Vocal: plainspoken rough vocal, group backing. Production: live small-room production, dry and punchy. BPM: 132, Key: A major.","EDM, trap hats, Japanese vocals, big arena effects","Lyrics: everyday stories, work, trouble, jokes; catchy without grandeur.",pub rock; raw; tight; rootsy,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-065-3,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Classic / Arena / Hard / Glam,pub rock,raw_live,Raw/live version,8,138,G major,8,"Raw live-band pub rock, no click-perfect feel. The drummer should breathe around the groove: tight bar-band groove, no-nonsense backbeat. Guitars: clean-to-crunch rhythm guitar, short lead breaks. Bass/drums: walking bass, lively kit. Vocal performance: plainspoken rough vocal, group backing. Keep the mix live small-room production, dry and punchy, with human imperfections, small timing pushes, and real amp grit. BPM: 138, Key: G major.","EDM, trap hats, Japanese vocals, big arena effects","Lyrics: everyday stories, work, trouble, jokes; catchy without grandeur.",pub rock; raw; tight; rootsy,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-065-4,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Classic / Arena / Hard / Glam,pub rock,hook_focused,Hook-focused version,8,142,E major,8,"Hook-focused pub rock with a strong guitar or bass motif in the first five seconds. Build around tight bar-band groove, no-nonsense backbeat; make clean-to-crunch rhythm guitar, short lead breaks answer the vocal line. walking bass, lively kit. Vocal: plainspoken rough vocal, group backing. Production: live small-room production, dry and punchy. Add a short instrumental break after the second chorus. BPM: 142, Key: E major.","EDM, trap hats, Japanese vocals, big arena effects","Lyrics: everyday stories, work, trouble, jokes; catchy without grandeur.",pub rock; raw; tight; rootsy,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-066-1,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Classic / Arena / Hard / Glam,melodic hard rock,single_style,Style prompt only,7,114,C major,7,"Create a melodic hard rock track with steady energetic rock groove, big pre-chorus build. Use tight riffs, melodic lead motif, chorus power chords; solid bass, punchy drums. Lead vocal: clear gritty vocal, strong hook delivery. Production: polished rock mix but keep guitars organic. BPM: 114, Key: C major. Make the chorus memorable without becoming generic pop.","EDM drop, trap drums, Japanese vocals, extreme metal vocals","Lyrics: emotional conflict, courage, leaving; chorus needs a clear title phrase.",melodic hard rock; hooky; riff; overseas,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-066-2,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Classic / Arena / Hard / Glam,melodic hard rock,detailed_arrangement,Detailed arrangement,7,121,B minor,7,"Create a melodic hard rock song. Intro: establish the groove with drums and bass first. Verse: tight riffs, melodic lead motif, chorus power chords in a restrained pattern. Pre-chorus: add tension with rising dynamics. Chorus: open into a bigger guitar hook while the rhythm stays steady energetic rock groove, big pre-chorus build. Bridge: strip down to bass/drums, then rebuild into the final chorus. Vocal: clear gritty vocal, strong hook delivery. Production: polished rock mix but keep guitars organic. BPM: 121, Key: B minor.","EDM drop, trap drums, Japanese vocals, extreme metal vocals","Lyrics: emotional conflict, courage, leaving; chorus needs a clear title phrase.",melodic hard rock; hooky; riff; overseas,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-066-3,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Classic / Arena / Hard / Glam,melodic hard rock,raw_live,Raw/live version,7,126,E minor,7,"Raw live-band melodic hard rock, no click-perfect feel. The drummer should breathe around the groove: steady energetic rock groove, big pre-chorus build. Guitars: tight riffs, melodic lead motif, chorus power chords. Bass/drums: solid bass, punchy drums. Vocal performance: clear gritty vocal, strong hook delivery. Keep the mix polished rock mix but keep guitars organic, with human imperfections, small timing pushes, and real amp grit. BPM: 126, Key: E minor.","EDM drop, trap drums, Japanese vocals, extreme metal vocals","Lyrics: emotional conflict, courage, leaving; chorus needs a clear title phrase.",melodic hard rock; hooky; riff; overseas,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-066-4,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Classic / Arena / Hard / Glam,melodic hard rock,hook_focused,Hook-focused version,7,130,C major,7,"Hook-focused melodic hard rock with a strong guitar or bass motif in the first five seconds. Build around steady energetic rock groove, big pre-chorus build; make tight riffs, melodic lead motif, chorus power chords answer the vocal line. solid bass, punchy drums. Vocal: clear gritty vocal, strong hook delivery. Production: polished rock mix but keep guitars organic. Add a short instrumental break after the second chorus. BPM: 130, Key: C major.","EDM drop, trap drums, Japanese vocals, extreme metal vocals","Lyrics: emotional conflict, courage, leaving; chorus needs a clear title phrase.",melodic hard rock; hooky; riff; overseas,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-067-1,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Progressive / Psychedelic / Space,progressive rock groove,single_style,Style prompt only,6,97,A minor,6,"Create a progressive rock groove track with sections shift between 4/4 groove and 7/8 bridge. Use clean arpeggios, distorted riff reprises, melodic guitar solo; active bass, dynamic drums with tom patterns. Lead vocal: expressive vocal, dramatic but not operatic. Production: wide dynamic mix, analog synth texture optional. BPM: 97, Key: A minor. Make the chorus memorable without becoming generic pop.","EDM drop, trap hats, Japanese vocals, generic radio structure","Lyrics: journey, transformation, symbols; keep language concrete enough for hooks.",progressive rock; odd sections; groove; guitar,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-067-2,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Progressive / Psychedelic / Space,progressive rock groove,detailed_arrangement,Detailed arrangement,6,108,E minor,6,"Create a progressive rock groove song. Intro: establish the groove with drums and bass first. Verse: clean arpeggios, distorted riff reprises, melodic guitar solo in a restrained pattern. Pre-chorus: add tension with rising dynamics. Chorus: open into a bigger guitar hook while the rhythm stays sections shift between 4/4 groove and 7/8 bridge. Bridge: strip down to bass/drums, then rebuild into the final chorus. Vocal: expressive vocal, dramatic but not operatic. Production: wide dynamic mix, analog synth texture optional. BPM: 108, Key: E minor.","EDM drop, trap hats, Japanese vocals, generic radio structure","Lyrics: journey, transformation, symbols; keep language concrete enough for hooks.",progressive rock; odd sections; groove; guitar,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-067-3,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Progressive / Psychedelic / Space,progressive rock groove,raw_live,Raw/live version,6,117,D Dorian,6,"Raw live-band progressive rock groove, no click-perfect feel. The drummer should breathe around the groove: sections shift between 4/4 groove and 7/8 bridge. Guitars: clean arpeggios, distorted riff reprises, melodic guitar solo. Bass/drums: active bass, dynamic drums with tom patterns. Vocal performance: expressive vocal, dramatic but not operatic. Keep the mix wide dynamic mix, analog synth texture optional, with human imperfections, small timing pushes, and real amp grit. BPM: 117, Key: D Dorian.","EDM drop, trap hats, Japanese vocals, generic radio structure","Lyrics: journey, transformation, symbols; keep language concrete enough for hooks.",progressive rock; odd sections; groove; guitar,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-067-4,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Progressive / Psychedelic / Space,progressive rock groove,hook_focused,Hook-focused version,6,123,A minor,6,"Hook-focused progressive rock groove with a strong guitar or bass motif in the first five seconds. Build around sections shift between 4/4 groove and 7/8 bridge; make clean arpeggios, distorted riff reprises, melodic guitar solo answer the vocal line. active bass, dynamic drums with tom patterns. Vocal: expressive vocal, dramatic but not operatic. Production: wide dynamic mix, analog synth texture optional. Add a short instrumental break after the second chorus. BPM: 123, Key: A minor.","EDM drop, trap hats, Japanese vocals, generic radio structure","Lyrics: journey, transformation, symbols; keep language concrete enough for hooks.",progressive rock; odd sections; groove; guitar,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-068-1,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Progressive / Psychedelic / Space,psychedelic rock,single_style,Style prompt only,6,91,A minor,6,"Create a psychedelic rock track with loose hypnotic groove, tambourine, rolling fills. Use fuzz leads, reverse delay, phaser rhythm guitars; warm wandering bass, natural drums. Lead vocal: soft distant vocal, layered harmonies. Production: vintage psychedelic stereo, tape delay, plate reverb. BPM: 91, Key: A minor. Make the chorus memorable without becoming generic pop.","EDM, trap drums, Japanese vocals, polished pop sheen","Lyrics: colors, memory, cosmic weather; repeat a simple hook to anchor it.",psychedelic rock; dreamy; guitar effects; retro,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-068-2,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Progressive / Psychedelic / Space,psychedelic rock,detailed_arrangement,Detailed arrangement,6,99,E Mixolydian,6,"Create a psychedelic rock song. Intro: establish the groove with drums and bass first. Verse: fuzz leads, reverse delay, phaser rhythm guitars in a restrained pattern. Pre-chorus: add tension with rising dynamics. Chorus: open into a bigger guitar hook while the rhythm stays loose hypnotic groove, tambourine, rolling fills. Bridge: strip down to bass/drums, then rebuild into the final chorus. Vocal: soft distant vocal, layered harmonies. Production: vintage psychedelic stereo, tape delay, plate reverb. BPM: 99, Key: E Mixolydian.","EDM, trap drums, Japanese vocals, polished pop sheen","Lyrics: colors, memory, cosmic weather; repeat a simple hook to anchor it.",psychedelic rock; dreamy; guitar effects; retro,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-068-3,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Progressive / Psychedelic / Space,psychedelic rock,raw_live,Raw/live version,6,106,D major,6,"Raw live-band psychedelic rock, no click-perfect feel. The drummer should breathe around the groove: loose hypnotic groove, tambourine, rolling fills. Guitars: fuzz leads, reverse delay, phaser rhythm guitars. Bass/drums: warm wandering bass, natural drums. Vocal performance: soft distant vocal, layered harmonies. Keep the mix vintage psychedelic stereo, tape delay, plate reverb, with human imperfections, small timing pushes, and real amp grit. BPM: 106, Key: D major.","EDM, trap drums, Japanese vocals, polished pop sheen","Lyrics: colors, memory, cosmic weather; repeat a simple hook to anchor it.",psychedelic rock; dreamy; guitar effects; retro,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-068-4,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Progressive / Psychedelic / Space,psychedelic rock,hook_focused,Hook-focused version,6,111,A minor,6,"Hook-focused psychedelic rock with a strong guitar or bass motif in the first five seconds. Build around loose hypnotic groove, tambourine, rolling fills; make fuzz leads, reverse delay, phaser rhythm guitars answer the vocal line. warm wandering bass, natural drums. Vocal: soft distant vocal, layered harmonies. Production: vintage psychedelic stereo, tape delay, plate reverb. Add a short instrumental break after the second chorus. BPM: 111, Key: A minor.","EDM, trap drums, Japanese vocals, polished pop sheen","Lyrics: colors, memory, cosmic weather; repeat a simple hook to anchor it.",psychedelic rock; dreamy; guitar effects; retro,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-069-1,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Progressive / Psychedelic / Space,space rock,single_style,Style prompt only,5,83,A minor,5,"Create a space rock track with slow floating pulse that grows into heavy groove. Use delay-soaked guitars, sustained fuzz, spacey lead lines; droning bass, tom-heavy drums, synth drone optional. Lead vocal: distant vocal, reverb-heavy, minimal words. Production: huge cosmic mix, long delays, stereo movement. BPM: 83, Key: A minor. Make the chorus memorable without becoming generic pop.","EDM drop, trap hats, Japanese vocals, bright pop chorus","Lyrics: stars, engines, distance, isolation; sparse lines, big atmosphere.",space rock; cosmic; long-form; heavy,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-069-2,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Progressive / Psychedelic / Space,space rock,detailed_arrangement,Detailed arrangement,5,92,C minor,5,"Create a space rock song. Intro: establish the groove with drums and bass first. Verse: delay-soaked guitars, sustained fuzz, spacey lead lines in a restrained pattern. Pre-chorus: add tension with rising dynamics. Chorus: open into a bigger guitar hook while the rhythm stays slow floating pulse that grows into heavy groove. Bridge: strip down to bass/drums, then rebuild into the final chorus. Vocal: distant vocal, reverb-heavy, minimal words. Production: huge cosmic mix, long delays, stereo movement. BPM: 92, Key: C minor.","EDM drop, trap hats, Japanese vocals, bright pop chorus","Lyrics: stars, engines, distance, isolation; sparse lines, big atmosphere.",space rock; cosmic; long-form; heavy,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-069-3,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Progressive / Psychedelic / Space,space rock,raw_live,Raw/live version,5,99,E minor,5,"Raw live-band space rock, no click-perfect feel. The drummer should breathe around the groove: slow floating pulse that grows into heavy groove. Guitars: delay-soaked guitars, sustained fuzz, spacey lead lines. Bass/drums: droning bass, tom-heavy drums, synth drone optional. Vocal performance: distant vocal, reverb-heavy, minimal words. Keep the mix huge cosmic mix, long delays, stereo movement, with human imperfections, small timing pushes, and real amp grit. BPM: 99, Key: E minor.","EDM drop, trap hats, Japanese vocals, bright pop chorus","Lyrics: stars, engines, distance, isolation; sparse lines, big atmosphere.",space rock; cosmic; long-form; heavy,original_derived_from_research; see sources-license-notes-V02-20260621.txt
